trip,datetime,lon,lat,dive,prediction
P1108_6_SV_T2,2008-11-25 21:13:00,-77.306875,-11.724952,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:05,-77.307238,-11.724302999999999,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:10,-77.307743,-11.72387,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:15,-77.308415,-11.723519999999999,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:20,-77.309003,-11.72303,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:25,-77.309673,-11.722635,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:30,-77.31033000000001,-11.722227,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:35,-77.310997,-11.721908,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:40,-77.311702,-11.721625,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:45,-77.312348,-11.721282,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:50,-77.31303,-11.720978,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:13:55,-77.31361,-11.720495,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:00,-77.314293,-11.720187,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:05,-77.31490699999999,-11.71976,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:10,-77.315478,-11.719448,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:15,-77.315945,-11.719078,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:20,-77.31662299999999,-11.718815,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:25,-77.317338,-11.718517,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:30,-77.318075,-11.718303,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:35,-77.318805,-11.718242,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:40,-77.31953,-11.71805,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:45,-77.320267,-11.717883,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:50,-77.32098,-11.717622,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:14:55,-77.32173,-11.717535,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:00,-77.322498,-11.717525,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:05,-77.323115,-11.717443,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:10,-77.323745,-11.717445,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:15,-77.32446,-11.717393,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:20,-77.325162,-11.717523,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:25,-77.32585,-11.717472,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:30,-77.326497,-11.717307,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:35,-77.327213,-11.717095,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:40,-77.327898,-11.716695,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:45,-77.328623,-11.716395,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:50,-77.329362,-11.716317,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:15:55,-77.330115,-11.716202000000001,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:00,-77.330708,-11.715727000000001,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:05,-77.33126700000001,-11.71517,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:10,-77.331967,-11.714975,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:15,-77.33276,-11.714868,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:20,-77.333538,-11.714965,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:25,-77.3343,-11.715033,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:30,-77.33505699999999,-11.715007,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:35,-77.33580699999999,-11.714967,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:40,-77.336487,-11.714607,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:16:45,-77.337127,-11.714547,0,0.5161290322580645
