"model","trip","real","p"
"hmm","P1108_46_SV_T2",0,0.559505002076146
"hmm","P1108_46_SV_T2",0,0.00198381579504353
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.999999999999978
"hmm","P1108_46_SV_T2",0,0.542414828902546
"hmm","P1108_46_SV_T2",0,0.0838900000678636
"hmm","P1108_46_SV_T2",0,0.99693365258776
"hmm","P1108_46_SV_T2",0,0.501197830989025
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.999546884796498
"hmm","P1108_46_SV_T2",0,0.00402990480594667
"hmm","P1108_46_SV_T2",0,0.819784563176681
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.00408301568006523
"hmm","P1108_46_SV_T2",0,0.00338656110679116
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.0876310614604327
"hmm","P1108_46_SV_T2",0,0.00196671406644275
"hmm","P1108_46_SV_T2",0,0.00202821345975163
"hmm","P1108_46_SV_T2",0,0.0133474235173578
"hmm","P1108_46_SV_T2",0,0.0411427505098065
"hmm","P1108_46_SV_T2",1,1
"hmm","P1108_46_SV_T2",1,0.998982117852508
"hmm","P1108_46_SV_T2",0,0.990169385920334
"hmm","P1108_46_SV_T2",0,0.999999995601226
"hmm","P1108_46_SV_T2",1,1
"hmm","P1108_46_SV_T2",0,0.000574745777929737
"hmm","P1108_46_SV_T2",0,0.26967107031533
"hmm","P1108_46_SV_T2",0,0.804229463986019
"hmm","P1108_46_SV_T2",0,0.0244613277800109
"hmm","P1108_46_SV_T2",0,0.000892612345686222
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.934851436331011
"hmm","P1108_46_SV_T2",0,0.00443628589604723
"hmm","P1108_46_SV_T2",0,0.00356676562404291
"hmm","P1108_46_SV_T2",0,0.00336225044585168
"hmm","P1108_46_SV_T2",0,0.000187102802075687
"hmm","P1108_46_SV_T2",0,0.000272121778505728
"hmm","P1108_46_SV_T2",0,0.999999987159908
"hmm","P1108_46_SV_T2",0,0.999999987160134
"hmm","P1108_46_SV_T2",1,0.00583561342620012
"hmm","P1108_46_SV_T2",0,0.000410114200968157
"hmm","P1108_46_SV_T2",0,0.00203790952291446
"hmm","P1108_46_SV_T2",0,0.674295026243612
"hmm","P1108_46_SV_T2",0,0.999879694099367
"hmm","P1108_46_SV_T2",0,0.00102786657098689
"hmm","P1108_46_SV_T2",0,0.00216500991213301
"hmm","P1108_46_SV_T2",0,4.45209952465894e-06
"hmm","P1108_46_SV_T2",0,0.0052920123674966
"hmm","P1108_46_SV_T2",0,0.000168428220611744
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.000367137533073968
"hmm","P1108_46_SV_T2",0,0.999999987324096
"hmm","P1108_46_SV_T2",0,0.972510132958056
"hmm","P1108_46_SV_T2",0,0.999857498555944
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.997730549061797
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.00493541993525178
"hmm","P1108_46_SV_T2",0,0.164956013752497
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.999843156340021
"hmm","P1108_46_SV_T2",0,0.000330698998707181
"hmm","P1108_46_SV_T2",0,0.0019017266517128
"hmm","P1108_46_SV_T2",0,0.00214365149936044
"hmm","P1108_46_SV_T2",0,0.00141980240092435
"hmm","P1108_46_SV_T2",0,0.335363901604188
"hmm","P1108_46_SV_T2",0,0.000249971966047257
"hmm","P1108_46_SV_T2",0,0.0013393307511767
"hmm","P1108_46_SV_T2",0,0.0215328709207667
"hmm","P1108_46_SV_T2",0,0.00367158231498329
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.987510261113249
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.694231712544195
"hmm","P1108_46_SV_T2",0,0.998747825391567
"hmm","P1108_46_SV_T2",0,1
