"ID","step","angle","datetime","dive","x","y","prediction"
"P1108_6_SV_T2",0.161154306267964,-0.0483681322962759,2008-11-25 21:42:00,0,-77.437087,-11.776078,0.0742524764434039
"P1108_6_SV_T2",0.164335184342821,0.627272484276672,2008-11-25 21:42:15,0,-77.436438,-11.777387,0.0280758570432818
"P1108_6_SV_T2",0.170125263716942,-0.624513446719125,2008-11-25 21:42:30,0,-77.435107,-11.778085,0.00893533295757415
"P1108_6_SV_T2",0.166102003266207,0.0993251235240834,2008-11-25 21:42:45,0,-77.434418,-11.779465,0.000747099725804108
"P1108_6_SV_T2",0.181342476635832,0.0337216201253301,2008-11-25 21:43:00,0,-77.433613,-11.78074,0.000274451447821933
"P1108_6_SV_T2",0.182800626395275,-0.43637506827047,2008-11-25 21:43:15,0,-77.432687,-11.782102,0.00071989059256623
"P1108_6_SV_T2",0.185958078391625,0.386004100532917,2008-11-25 21:43:30,0,-77.43243,-11.783735,0.000592035736513726
"P1108_6_SV_T2",0.186353718004525,-0.243081573123158,2008-11-25 21:43:45,0,-77.431553,-11.785177,0.000361496183183161
"P1108_6_SV_T2",0.194308378092887,0.275179886205521,2008-11-25 21:44:00,0,-77.431053,-11.786788,0.000426939011557622
"P1108_6_SV_T2",0.187931695855696,-0.172252059492528,2008-11-25 21:44:15,0,-77.430088,-11.788265,0.00030990184297318
"P1108_6_SV_T2",0.187671841622534,-0.186099857491046,2008-11-25 21:44:30,0,-77.429417,-11.78983,0.000546725530448272
"P1108_6_SV_T2",0.178952207884032,-0.297725779691925,2008-11-25 21:44:45,0,-77.429052,-11.791488,0.00729068997800392
"P1108_6_SV_T2",0.182273592809053,0.639630342271527,2008-11-25 21:45:00,0,-77.42919,-11.7931,0.147588328545072
"P1108_6_SV_T2",0.136647305979152,-0.439583264454791,2008-11-25 21:45:15,0,-77.428308,-11.7945,0.688390325359066
"P1108_6_SV_T2",0.0226166430031447,2.10653565032018,2008-11-25 21:45:30,0,-77.428163,-11.795727,1
"P1108_6_SV_T2",0.177508891630402,-1.75013453294454,2008-11-25 21:45:45,0,-77.427998,-11.795603,0.999936814835865
"P1108_6_SV_T2",0.181997708897626,-0.00654009608521955,2008-11-25 21:46:00,0,-77.427257,-11.797032,0.0285053243043991
"P1108_6_SV_T2",0.180773807385224,0.0457764533649268,2008-11-25 21:46:15,0,-77.426507,-11.798502,0.00113627645291998
"P1108_6_SV_T2",0.188782923652864,-0.363798081467396,2008-11-25 21:46:30,0,-77.425695,-11.799927,0.000943798436061816
"P1108_6_SV_T2",0.18418804651627,-0.0273420771102736,2008-11-25 21:46:45,0,-77.42544,-11.801615,0.00612759702041294
"P1108_6_SV_T2",0.147928536296198,-0.291625990878087,2008-11-25 21:47:00,0,-77.425237,-11.803268,0.201212741937669
"P1108_6_SV_T2",0.0912940602343432,1.05051916417525,2008-11-25 21:47:15,1,-77.4254682857143,-11.8045857142857,0.999996813019649
"P1108_6_SV_T2",0.18684470147249,-0.523016817367673,2008-11-25 21:47:30,0,-77.424823,-11.805112,0.126711711093393
"P1108_6_SV_T2",0.153061632892439,-0.244261382117407,2008-11-25 21:47:45,0,-77.424225,-11.806695,0.0165295057206808
"P1108_6_SV_T2",0.16139105205842,0.119631178533407,2008-11-25 21:48:00,0,-77.424068,-11.80807,0.00140809345488444
"P1108_6_SV_T2",0.172434210993156,0.138905594829621,2008-11-25 21:48:15,0,-77.423728,-11.80949,0.000463932147325688
"P1108_6_SV_T2",0.166457900261589,0.141191736188895,2008-11-25 21:48:30,0,-77.423155,-11.810943,0.00290137756878024
"P1108_6_SV_T2",0.160381655722364,0.0500559370833372,2008-11-25 21:48:45,0,-77.422407,-11.812255,0.0560161828549986
"P1108_6_SV_T2",0.071900314230371,0.515319844829423,2008-11-25 21:49:00,0,-77.421623,-11.813482,0.999999991261188
"P1108_6_SV_T2",0.167471825157267,-0.487127506337394,2008-11-25 21:49:15,0,-77.421042,-11.81379,0.129164546264546
"P1108_6_SV_T2",0.185094514634602,0.159388862642108,2008-11-25 21:49:30,0,-77.420187,-11.815048,0.00449839817194883
"P1108_6_SV_T2",0.193206182825508,0.20339496616744,2008-11-25 21:49:45,0,-77.41903,-11.816273,0.000504126421858889
"P1108_6_SV_T2",0.192208198022651,0.015291715761336,2008-11-25 21:50:00,0,-77.417585,-11.817285,0.000278710732047789
"P1108_6_SV_T2",0.163033902172083,0.0782708540259258,2008-11-25 21:50:15,0,-77.416132,-11.81827,0.000462075589583047
"P1108_6_SV_T2",0.182960962568224,-0.479179365122693,2008-11-25 21:50:30,0,-77.414837,-11.819008,0.000891231222806104
"P1108_6_SV_T2",0.189428712534182,-0.185162763915673,2008-11-25 21:50:45,0,-77.413935,-11.820403,0.000338432781679071
"P1108_6_SV_T2",0.197974235696382,-0.102036230363367,2008-11-25 21:51:00,0,-77.413287,-11.821992,0.000334065039739239
"P1108_6_SV_T2",0.195504813920075,0.211714933113951,2008-11-25 21:51:15,0,-77.412785,-11.823712,0.000380704290655445
"P1108_6_SV_T2",0.196720263156508,0.149641879557854,2008-11-25 21:51:30,0,-77.411938,-11.82527,0.000346028202037288
"P1108_6_SV_T2",0.193812612598703,0.0471263659551084,2008-11-25 21:51:45,0,-77.410858,-11.826695,0.000289973791697035
"P1108_6_SV_T2",0.194321343548296,0.134995723908004,2008-11-25 21:52:00,0,-77.409728,-11.828048,0.000323128433540851
"P1108_6_SV_T2",0.20286896948725,-0.045177724940379,2008-11-25 21:52:15,0,-77.40842,-11.829242,0.000372785254872958
"P1108_6_SV_T2",0.193862477458155,-0.194206213459451,2008-11-25 21:52:30,0,-77.407113,-11.830548,0.000359119458594469
"P1108_6_SV_T2",0.200026664328845,-0.0085942858339441,2008-11-25 21:52:45,0,-77.406132,-11.83201,0.000335817698163176
"P1108_6_SV_T2",0.197067536901605,0.172467439121856,2008-11-25 21:53:00,0,-77.405133,-11.833527,0.000366341283572253
"P1108_6_SV_T2",0.195250685483059,0.0951907911214781,2008-11-25 21:53:15,0,-77.403903,-11.834833,0.000350558490124319
"P1108_6_SV_T2",0.195845601653214,0.0049639273801276,2008-11-25 21:53:30,0,-77.402565,-11.836007,0.00145976111292746
"P1108_6_SV_T2",0.196595133973032,-0.107739998838713,2008-11-25 21:53:45,0,-77.401217,-11.837178,0.0357931353527039
"P1108_6_SV_T2",0.103615722586594,0.0164579445269973,2008-11-25 21:54:00,0,-77.4,-11.83849,0.999099501289231
"P1108_6_SV_T2",0.025900047549938,-0.492421192520883,2008-11-25 21:54:15,1,-77.3993471111111,-11.839171,1
"P1108_6_SV_T2",0.189184866624548,0.458057274077881,2008-11-25 21:54:30,0,-77.399285,-11.839397,0.089216752822508
"P1108_6_SV_T2",0.174632327984403,-0.319117700129474,2008-11-25 21:54:45,0,-77.398137,-11.84068,0.00535967568496457
"P1108_6_SV_T2",0.18096648383311,0.376680683175848,2008-11-25 21:55:00,0,-77.397508,-11.842132,0.000844976455892761
"P1108_6_SV_T2",0.185312084422703,-0.0881281898443889,2008-11-25 21:55:15,0,-77.39634,-11.843295,0.000279003310233657
"P1108_6_SV_T2",0.172392100208951,-0.302898986464267,2008-11-25 21:55:30,0,-77.395255,-11.844585,0.000474058259251611
